n;d;t;c
1000;5.290615038588964e-05;1049507;14671
1000;7.503315503265551e-05;1084212;14633
1000;7.998437093992283e-05;1068693;14671
1000;9.384400654743885e-05;1052684;14616
1000;4.8484149460459314e-05;1405194;14653
1000;2.249005162024975e-05;1056601;14671
1000;0.00011231466842620552;1060668;14637
1000;4.7187257892655765e-05;1052012;14638
1000;2.5203569686160776e-05;1049408;14630
1000;2.4064602867857054e-05;1052493;14621
1000;0;1125691;14637
1000;6.177152439690303e-05;1047273;14630
1000;6.313703651117386e-06;1464696;14621
1000;1.1563732432384732e-05;1070592;14629
1000;3.383741727225331e-05;1085645;14629
1000;2.9453204267948507e-05;1052673;14653
1000;3.991555121363177e-05;1050089;14630
1000;4.294837060037082e-05;1055419;14655
1000;0.00010028239095516422;1099591;14653
1000;4.37396397046097e-05;1074344;14655
1000;2.2503417730690423e-05;1315743;14629
1000;2.298017197216451e-05;1068764;14671
1000;1.8128021265773064e-05;1079002;14653
1000;1.8558004171220777e-05;1126462;14671
1000;2.6151898516735272e-06;1051010;14671
1000;7.36644930179331e-05;1051581;14654
1000;3.297575274097131e-05;1068824;14637
1000;7.524400179725887e-05;1083452;14630
1000;9.818600921357445e-05;1323991;14616
1000;3.843582524620803e-05;1133260;14621
1000;0.00015984471559982172;1064155;14638
1000;4.0972445003895075e-05;1052353;14654
1000;9.561659529100375e-05;1076468;14625
1000;3.460365596608117e-05;1068924;14671
1000;1.9631915114892706e-05;1105873;14653
1000;6.615856179159607e-05;1062141;14638
1000;1.468939372140099e-06;1547015;14630
1000;8.24989873799975e-05;1156158;14671
1000;8.775801495786162e-05;1056691;14671
1000;2.6108140880332087e-05;1091566;14621
1000;3.3111306286026654e-05;1092017;14608
1000;4.788146244016911e-05;1076839;14630
1000;8.172124086003318e-05;1057372;14671
1000;7.927070330737696e-05;1062943;14671
1000;0;1540026;14629
1000;1.1226944899300761e-06;1059912;14633
1000;4.845356422761293e-05;1057943;14629
1000;3.985559951297235e-05;1048636;14671
1000;0.00011118994879216748;1114470;14671
1000;0.00010086730512370856;1060668;14671
1000;5.211839134749985e-05;1048856;14671
1000;4.869133676321802e-05;1065457;14671
1000;0.00020120124770939274;1417151;14638
1000;2.4542461262933024e-05;1096145;14655
1000;3.83487957396067e-05;1050830;14638
1000;4.530586909395895e-05;1045551;14608
1000;5.351579600704204e-05;1046793;14671
1000;1.5833469292902969e-06;1061590;14671
1000;1.8935596714730885e-05;1056851;14671
1000;1.4120291903674254e-05;1050530;14638
1000;7.78726891879078e-05;1414482;14671
1000;8.347489569737743e-06;1135409;14633
1000;8.155598678832865e-05;1052183;14639
1000;5.832616831569215e-05;1061931;14637
1000;5.619104385945484e-05;1070327;14608
1000;2.2529679964078397e-05;1075617;14639
1000;5.048132348695056e-06;1076429;14653
1000;3.0554584521502726e-05;1053715;14671
1000;5.225949223314208e-05;1394795;14637
1000;0.00010095610878857464;1068463;14653
1000;3.852018404371105e-05;1077951;14625
1000;1.7237406809700317e-06;1037986;14629
1000;2.6709492347065655e-05;1042104;14654
1000;6.750308504999136e-06;1056751;14671
1000;4.916331206772373e-05;1043166;14629
1000;5.112452092881359e-05;1061100;14621
1000;2.682797376418744e-05;1460509;14653
1000;5.0582430118017996e-05;1070336;14625
1000;3.0139513679194874e-05;1052533;14625
1000;1.9667990919125522e-05;1080686;14629
1000;1.3476461862005351e-06;1051091;14671
1000;2.4114178988010604e-05;1049868;14629
1000;1.5147753305189138e-05;1063934;14621
1000;3.871297694746367e-05;1065116;14671
1000;5.220664429350652e-05;1337707;14644
1000;3.4768423175957075e-05;1054327;14671
1000;2.834340002960678e-05;1046081;14671
1000;3.121316299092847e-05;1045300;14671
1000;1.1353198017149957e-05;1110432;14671
1000;3.358783061996329e-05;1041242;14633
1000;7.321872240328986e-05;1048335;14671
1000;1.8281426061639294e-05;1059577;14625
1000;2.0868290355302577e-05;1598601;14671
1000;1.4979136963910733e-05;1147280;14638
1000;2.178921254636368e-05;1062051;14608
1000;8.685251016604667e-06;1141527;14629
1000;0.00026491221453317504;1066029;14671
1000;0.0001520069682763303;1055819;14637
1000;5.216094294269169e-05;1059456;14671
1000;1.0894331184285733e-05;1057021;14671
1000;8.130590091820489e-05;1391006;14625
1000;3.780998043623196e-05;1099652;14655
1000;2.8508083870892875e-05;1051542;14671
1000;3.98899195128144e-05;1058424;14671
1000;3.9388573438825514e-05;1044969;14671
1000;0.00022851706071835842;1052042;14630
1000;2.0695403089465714e-05;1085325;14621
1000;2.6421906756946e-06;1067992;14630
1000;4.619517857784583e-05;1359870;14616
1000;2.5748008980475134e-07;1134046;14621
1000;1.0624054656183102e-05;1057813;14671
1000;3.4385140936787906e-05;1042444;14671
1000;6.288437117379919e-05;1047644;14654
1000;7.839504550966048e-05;1042345;14625
1000;7.69664834421313e-06;1083170;14671
1000;3.643705732375713e-05;1046632;14633
1000;0;1306279;14629
1000;1.909816936973563e-05;1042855;14616
1000;1.7737296453934626e-05;1074404;14625
1000;2.685966133453288e-06;1056440;14671
1000;6.707708796571676e-06;1058444;14671
1000;1.4943399865741114e-05;1044128;14671
1000;9.217833081670568e-05;1072401;14629
1000;3.775216737778031e-06;1086818;14637
1000;5.854627932455614e-07;1365029;14616
1000;7.666385978066792e-05;1057082;14630
1000;1.760670154260513e-05;1042334;14638
1000;9.939620500870605e-05;1058634;14671
1000;0;1048275;14654
1000;8.194786096493711e-05;1049437;14633
1000;1.6879093835187042e-05;1051561;14637
1000;1.209637039373268e-05;1055369;14644
1000;1.5057712334731743e-05;1387652;14653
1000;2.313398656106358e-05;1056320;14633
1000;5.429977807525077e-05;1041583;14671
1000;1.3530132128514172e-05;1057813;14671
1000;3.7882738028738316e-06;1048295;14653
1000;5.9822955524979626e-05;1070717;14629
1000;5.9677505886424065e-05;1044398;14637
1000;0;1049658;14671
1000;0.00010089356008213812;1330765;14671
1000;5.211370657765002e-05;1101474;14638
1000;2.588810053438806e-06;1056521;14621
1000;0.00020544146589401846;1040230;14621
1000;2.130079746398561e-05;1042394;14608
1000;1.745136880115794e-06;1061039;14655
1000;6.775922906493426e-05;1049247;14671
1000;2.059659822450932e-05;1048395;14671
1000;0.00010296258568570638;1291269;14671
1000;1.70489504979221e-05;1074926;14629
1000;0;1091215;14637
1000;7.693658821983362e-05;1045419;14653
1000;2.1854236116336523e-05;1041974;14621
1500;4.379535951415381e-05;1545969;21172
1500;5.851771310499965e-05;1513768;21160
1500;1.7936758722969515e-05;1905734;21161
1500;2.59003832095428e-05;1608425;21148
1500;1.5587915048187462e-05;1506995;21172
1500;1.5608675085210244e-05;1528796;21157
1500;0.00017819096876192653;1530870;21175
1500;2.3726466921614175e-05;1941770;21148
1500;4.747649200387283e-06;1660473;21175
1500;7.567220090598514e-05;1666193;21163
1500;4.87230988877041e-05;1585653;21172
1500;2.014251410364931e-05;1515431;21170
1500;6.620733833562209e-05;1525149;21160
1500;5.3137205421882605e-05;1870737;21157
1500;2.3961351498402728e-05;1497397;21163
1500;0;1511844;21172
1500;3.13234677997154e-05;1526382;21163
1500;6.893735473667562e-05;1518427;21187
1500;9.87875458180465e-06;1875075;21157
1500;3.68055684236146e-05;1498659;21176
1500;6.9194039995501555e-06;1515110;21170
1500;1.6575223730996846e-05;1508047;21187
1500;1.442220369690661e-05;1538153;21148
1500;9.042220165178527e-06;1517175;21187
1500;7.862289986282356e-07;1824711;21163
1500;1.9983599876538527e-06;1520970;21187
1500;2.4127414381736045e-05;1530499;21173
1500;3.013767292392444e-06;1515621;21172
1500;2.1049330939382216e-07;1573750;21172
1500;1.981669031492217e-05;1497838;21187
1500;6.340193407661232e-05;1682073;21163
1500;2.10640033160292e-06;1504540;21175
1500;2.7283729669647094e-05;1498189;21170
1500;1.6453515909731209e-06;1534266;21173
1500;1.63401416564124e-06;1544245;21163
1500;2.381636213821814e-05;1734250;21187
1500;0.00010225814414288603;1535279;21170
1500;3.6180568049659634e-05;1520571;21157
1500;7.520278701211858e-06;1498780;21170
1500;8.902473263017185e-07;1603907;21187
1500;2.004781591519178e-05;1576506;21166
1500;6.873811970897759e-05;1918537;21163
1500;2.6480579183307817e-05;1541660;21157
1500;4.003613471181833e-05;1503219;21163
1500;7.625047319648193e-05;1519068;21187
1500;5.500000890229506e-05;1521863;21172
1500;1.4439720490866392e-05;2045866;21187
1500;4.891625514336084e-05;1496836;21187
1500;4.721394249651567e-05;1515361;21163
1500;1.842105753985246e-05;1513187;21187
1500;0.000169250865904913;1515461;21173
1500;2.6830574330116708e-05;1506535;21172
1500;2.026422914819248e-05;1783513;21170
1500;5.057761046389775e-05;1503028;21166
1500;4.608360425284452e-05;1511133;21157
1500;9.756709302699562e-06;1505482;21187
1500;8.471251773362054e-05;1526632;21175
1500;2.0936527109771674e-06;1814761;21172
1500;4.246071853053479e-05;1544115;21166
1500;1.0243316744928954e-05;1507587;21175
1500;3.427331991651128e-05;1516544;21160
1500;2.907231028359547e-05;1561758;21175
1500;6.133063508473313e-05;1555676;21148
1500;7.304630613824692e-06;1925640;21173
1500;7.679172857422145e-05;1500372;21160
1500;9.929401282304795e-07;1588929;21187
1500;9.765271448303192e-06;1502797;21160
1500;7.332665534209859e-06;1506494;21157
1500;3.840347972094982e-05;1758466;21166
1500;1.3957590587754254e-06;1551178;21163
1500;2.828134367116597e-05;1554835;21187
1500;5.9340093169768515e-06;1523877;21166
1500;0.00015399356044654144;1512565;21163
1500;2.7962780796975117e-05;1513207;21157
1500;1.812933601275102e-05;1997985;21163
1500;7.742345409966767e-05;1509270;21179
1500;2.6736306252606035e-05;1512916;21175
1500;5.731913563833402e-05;1509069;21160
1500;6.509586782588173e-05;1521092;21166
1500;9.611049632829438e-05;1515180;21163
1500;0.0001052374954738644;1801308;21166
