n;d;t;c
1000;0.0007594034172935981;1200300;10815
1000;0.0007546555021879141;1153683;10585
1000;0.0004386960709904775;1130379;10286
1000;0.0007521082152451197;1159183;10628
1000;0.0003648146125183398;1480024;11001
1000;0.0009979283973904798;1200691;11162
1000;0.00012059981550780144;1121733;10270
1000;0.00038765312276082625;1222973;11165
1000;0.0001282689955566984;1152215;9429
1000;0.000794737984415267;1200886;10829
1000;0.00011595890282307132;1134607;10256
1000;0.0005338178245132613;1162479;10364
1000;0.0009124544269758403;1221741;11339
1000;0.0003298639459284747;1167448;10444
1000;0.0007151027292788125;1249893;11268
1000;0.00048756047166425426;1464441;11153
1000;0.0004542697397259336;1146754;10424
1000;0.0005690663766421822;1205270;10854
1000;0.0007712389717030329;1209537;11263
1000;0.0008935508384434492;1164513;10724
1000;0.00023074045712088255;1248070;11000
1000;7.431033369394352e-05;1141060;10086
1000;0.000208225424941329;1183498;10585
1000;0.0005413724368651378;1287263;11346
1000;0.00014979143729938998;1148032;10464
1000;0.00013585140363932052;1536185;10493
1000;0.0007143162916289726;1206552;11183
1000;0.00030909365899125455;1207183;11161
1000;0.0003483578239227841;1184781;10837
1000;0.0007567887383701662;1261765;11644
1000;0.0004983243740378545;1193518;11011
1000;0.0005838916566938805;1236739;11156
1000;0.00025474076574633466;1189981;10725
1000;0.0009279013787287143;1227011;10945
1000;0.0004899831194348478;1165264;10730
1000;0.0005365458010197898;1148483;10298
1000;0.0008156131948916355;1531742;11416
1000;0.0005421786896209909;1258158;11663
1000;0.0003510961091092606;1157260;10712
1000;6.592515698236583e-05;1208656;11054
1000;9.145343316268009e-05;1200210;11094
1000;0.000220985734544975;1241828;11186
1000;0.0001840604965497292;1244623;11148
1000;0.000675249092154136;1219807;11195
1000;0.0005872476446296518;1194018;10990
1000;0.0001122977185373664;1279960;10930
1000;0.0005212340995545416;1120370;10254
1000;0.00020711080492360765;1754033;10896
1000;0.0005307015875907731;1188808;10756
1000;0.00036018368048243427;1228092;11276
1000;0.00028695633313025135;1166542;10133
1000;0.00038309208494497464;1241587;11122
1000;0.00019003106627437023;1198477;10926
1000;0.0005741372381294312;1288976;11427
1000;0.0004088539216066569;1055027;9516
1000;0.00018253147060451937;1212844;10408
